Age,Workclass,Fnlwgt,Education,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,NativeCountry,Y
55,7,141807,13,6,2,3,5,1,0,0,40,19,1
41,4,222434,12,6,9,3,5,1,0,0,40,19,0
47,3,266860,10,6,6,3,5,1,0,0,65,19,1
40,3,34113,9,4,2,6,3,1,6849,0,43,19,0
41,3,159549,13,6,6,3,5,1,0,0,40,19,0
21,3,195248,10,4,6,5,1,0,0,0,20,19,0
52,3,109413,9,4,6,6,5,1,0,0,40,19,0
62,3,195343,16,1,13,2,5,1,15020,0,50,19,1
46,3,185291,7,6,1,3,5,1,0,0,45,19,1
21,5,140012,10,4,10,5,5,1,0,0,20,19,0
35,7,114366,13,6,13,3,5,1,0,0,40,19,0
29,3,169631,9,5,7,5,5,0,0,0,40,19,0
21,3,163870,6,6,15,3,5,1,3908,0,40,19,0
35,3,312232,9,2,12,6,5,1,0,0,50,19,0
46,3,229737,13,6,6,3,5,1,0,0,50,39,1
70,5,306563,9,6,10,3,5,1,0,0,40,19,0
35,3,161637,16,6,13,3,2,1,0,1902,40,35,1
34,3,106014,10,1,12,6,5,1,0,0,60,19,0
21,3,25265,11,4,8,6,5,1,0,0,30,19,0
29,3,71860,9,6,5,3,5,1,0,0,60,19,0
41,1,94113,14,6,2,3,5,1,0,0,60,19,1
51,7,208003,9,6,6,3,5,1,0,0,40,19,0
22,3,113550,9,4,7,5,5,0,0,0,40,19,0
47,3,83046,13,4,2,6,5,1,0,0,40,19,0
42,1,277488,15,6,13,3,5,1,15024,0,65,19,1
19,3,205830,9,4,15,5,5,0,0,0,40,28,0
46,3,273575,13,6,14,3,5,1,15024,0,40,19,1
23,3,245147,10,4,1,5,4,1,0,0,40,19,0
49,3,274720,9,6,12,3,4,1,0,0,40,19,0
58,7,163047,13,1,13,6,5,0,0,0,40,19,0
41,4,47902,13,6,7,3,5,1,0,0,50,19,1
50,3,128798,13,6,11,3,5,1,0,0,40,19,1
77,3,154205,9,7,7,6,5,0,0,0,10,19,0
27,3,176683,11,6,15,3,5,1,0,0,60,19,0
29,1,104737,9,6,12,3,5,1,0,0,60,19,0
54,3,349340,1,6,12,3,2,1,0,0,40,39,0
39,4,218249,10,2,13,2,4,0,0,0,37,19,0
32,3,281540,10,6,11,3,5,1,0,0,50,19,0
36,2,112847,13,6,13,3,2,1,0,0,40,19,0
24,6,126613,13,4,13,5,5,0,0,0,20,19,0
50,7,145419,14,6,6,3,5,1,7688,0,45,19,1
32,7,34572,9,1,5,6,5,1,0,0,65,19,0
26,3,104045,13,4,2,6,5,0,0,0,40,19,0
49,5,57665,13,1,10,5,5,0,0,0,40,19,0
38,3,359001,11,6,13,3,5,1,0,0,42,19,0
47,3,105273,13,7,12,2,4,0,6497,0,40,19,0
31,3,201122,10,6,2,3,5,1,0,0,40,19,1
38,3,160035,9,6,12,3,5,1,0,0,55,19,0
50,3,167886,10,6,6,3,5,1,0,0,40,19,1
18,3,32059,7,4,1,5,5,1,0,0,40,19,0
59,1,200453,14,6,6,3,5,1,0,0,40,19,0
56,7,403072,10,6,12,3,5,1,0,0,50,19,1
34,3,37210,9,4,7,5,5,1,0,0,50,19,0
32,3,199416,13,6,13,3,5,1,0,0,40,19,0
29,3,413227,13,4,15,6,5,1,0,0,35,19,0
29,5,188675,10,1,10,5,4,1,0,0,40,19,0
42,3,226902,13,6,11,3,5,1,0,0,45,19,1
37,3,195189,10,1,15,2,4,0,0,0,40,19,0
36,3,116608,9,1,2,6,5,0,0,0,40,19,0
59,3,99131,14,7,2,6,5,0,0,0,40,19,1
32,3,553405,13,6,6,3,5,1,99999,0,50,19,1
52,6,186117,9,6,9,3,5,1,0,0,56,19,1
29,4,67053,9,4,15,6,2,1,0,0,40,8,0
39,3,347960,15,4,13,6,5,0,14084,0,35,19,1
39,3,325374,10,4,7,6,5,1,0,0,40,19,0
69,3,130413,13,7,2,6,5,0,2346,0,15,19,0
43,3,111949,9,6,15,4,5,0,0,0,35,19,0
39,3,278557,11,6,12,3,5,1,0,1628,48,19,0
19,3,194905,10,4,15,5,5,0,0,0,30,19,0
60,6,195453,11,6,2,3,5,1,0,0,60,19,1
51,3,282549,9,6,8,3,4,1,3137,0,40,19,0
75,3,316119,10,7,13,6,5,0,0,0,8,19,0
37,4,252939,11,4,13,2,4,0,5455,0,40,19,0
24,4,506329,10,4,7,5,2,1,0,0,40,25,0
20,3,316043,7,4,15,5,4,1,594,0,20,19,0
58,2,319733,9,6,14,3,5,1,0,0,70,19,0
21,4,99199,14,4,14,5,5,1,0,0,15,19,0
28,3,204600,9,2,9,1,5,1,0,0,40,19,0
40,3,173307,6,6,8,3,5,1,0,0,40,19,0
45,7,34446,9,6,14,3,5,1,0,0,50,19,0
40,7,237293,15,6,13,4,5,0,15024,0,40,19,1
41,3,175642,10,4,12,6,5,0,0,0,40,19,0
58,3,203735,9,1,2,2,5,0,0,0,40,19,0
44,6,171589,11,6,12,3,5,1,7688,0,40,19,1
26,3,197967,9,6,6,3,5,1,0,0,65,19,0
29,3,413297,12,4,6,6,5,1,0,0,45,6,0
45,3,240841,14,4,13,6,5,0,0,0,40,19,0
23,3,152189,12,4,15,6,5,1,0,0,40,19,0
39,4,85874,9,1,7,2,5,0,0,0,40,19,0
45,7,176814,16,6,13,3,5,1,15024,0,40,19,1
51,6,133336,14,6,13,3,5,1,15024,0,40,19,1
22,3,362623,9,4,1,5,5,1,0,0,40,19,0
67,5,37170,4,1,10,6,5,1,0,0,3,19,0
28,3,30912,9,6,7,3,5,1,0,0,40,19,0
23,3,35448,10,4,15,2,5,0,0,0,25,19,0
33,3,173248,9,6,15,3,4,1,0,0,35,19,0
37,3,49626,11,6,11,3,5,1,0,0,43,19,0
19,3,102723,10,4,7,5,5,0,0,0,40,19,0
90,5,166343,2,7,10,6,4,0,0,0,40,19,0
35,3,168322,7,6,5,3,5,1,0,0,40,19,0
62,3,131117,4,1,11,2,5,0,0,0,38,42,0
20,5,210474,10,4,10,5,5,0,0,0,15,19,0
25,3,110138,9,4,15,6,5,1,0,0,40,19,0
21,3,107452,9,4,12,1,5,1,0,0,40,19,0
32,3,160594,10,4,15,5,5,1,0,0,35,19,0
32,6,186784,13,6,13,4,5,0,5013,0,45,19,0
70,6,334666,9,7,7,6,5,0,0,0,12,19,0
65,5,191380,6,6,10,3,5,1,9386,0,50,19,1
57,3,104272,7,6,12,3,5,1,0,0,40,19,0
31,3,19491,10,4,12,6,5,1,0,0,40,19,0
37,3,128715,13,6,2,3,5,1,0,0,60,19,1
34,3,128063,9,1,15,2,5,0,0,0,36,19,0
26,7,37023,10,6,5,3,5,1,0,0,78,19,0
44,3,68748,10,6,6,3,5,1,0,0,48,19,0
66,3,140576,4,6,12,3,5,1,0,0,40,19,0
39,6,327435,9,1,12,2,5,0,0,0,40,19,0
31,3,202729,9,6,8,3,5,1,0,0,40,19,1
53,3,277471,11,6,11,3,5,1,0,0,40,19,1
36,3,189670,9,6,8,4,5,0,0,0,50,19,0
61,3,204908,5,6,12,3,5,1,0,0,40,19,0
43,3,171841,13,6,6,3,5,1,0,0,40,19,1
38,3,78247,10,6,2,3,5,1,0,0,40,19,0
26,3,68895,9,4,7,6,5,1,0,0,50,6,0
27,3,56658,9,6,1,3,3,1,0,0,8,19,0
58,6,259216,5,1,15,6,5,0,0,0,40,19,0
37,4,270278,9,1,7,2,5,0,0,0,12,32,0
56,3,238806,4,6,12,3,5,1,0,0,26,19,0
36,3,111128,10,2,2,6,5,1,0,0,60,19,1
29,3,119429,9,4,12,6,4,1,0,0,40,19,0
28,3,73037,6,4,14,2,5,1,0,0,30,19,0
61,7,84409,16,6,13,3,5,1,0,0,40,19,1
66,7,274451,5,6,5,3,5,1,0,0,25,19,1
31,3,246439,10,6,5,3,5,1,7298,0,50,19,1
21,3,124242,12,4,15,5,5,0,0,0,40,19,0
67,7,123393,9,6,14,3,5,1,6418,0,58,19,1
26,3,159732,9,7,14,6,5,1,0,0,40,19,0
21,3,161415,10,4,12,6,5,1,0,0,50,19,0
33,3,157568,9,6,8,3,5,1,0,0,40,19,0
33,3,168030,9,1,15,2,5,0,0,0,32,19,0
59,4,349910,13,6,2,3,5,1,10605,0,50,19,1
82,1,130329,4,6,5,3,5,1,0,0,50,19,0
34,4,56964,16,6,13,4,5,0,0,0,50,19,1
29,3,370509,13,6,2,3,5,1,0,0,50,3,1
19,3,106306,10,1,15,5,5,0,0,0,40,19,0
57,7,56480,9,6,2,3,5,1,0,0,1,19,0
41,3,115932,10,6,2,3,5,1,99999,0,50,19,1
55,3,154580,6,6,15,3,4,1,2580,0,40,19,0
27,3,404421,10,4,1,6,4,1,0,0,40,19,0
33,3,194901,9,4,12,6,5,1,0,0,45,19,0
43,4,164790,10,1,7,6,4,1,0,0,50,19,1
72,2,94242,10,7,11,6,5,0,0,0,16,19,0
68,7,365020,9,6,6,3,5,1,0,0,40,19,0
29,3,160512,9,2,7,5,5,0,0,0,40,19,0
41,3,170331,13,6,13,3,5,1,0,0,60,19,0
30,3,101266,9,6,9,3,5,1,0,0,40,19,0
31,3,100252,13,1,15,6,2,1,99999,0,70,19,1
54,3,217718,3,5,15,2,4,0,0,0,30,37,0
32,3,170154,12,2,2,2,5,0,25236,0,50,19,1
56,3,105281,9,7,6,6,5,0,0,1974,40,19,0
39,5,361838,13,6,10,4,5,0,0,0,6,19,1
41,4,283917,11,6,13,3,5,1,0,0,35,19,1
48,3,39530,9,1,7,6,5,0,0,0,40,19,0
66,7,212185,4,6,5,3,5,1,0,0,48,19,0
25,1,90752,13,4,6,6,5,0,0,0,50,19,0
31,3,202450,9,6,8,3,5,1,0,1573,40,19,0
32,3,168138,12,1,6,6,5,1,2597,0,48,19,0
51,3,159755,13,6,2,3,5,1,7688,0,40,19,1
42,3,191765,9,4,7,1,4,0,0,2339,40,7,0
22,5,210802,10,4,10,6,4,0,0,0,35,19,0
31,3,340880,15,6,13,3,5,1,0,0,60,19,1
43,7,113211,9,6,2,4,5,0,0,0,40,19,0
42,3,134509,10,4,14,2,4,0,0,0,40,19,0
20,4,147280,9,4,15,1,1,1,0,0,40,19,0
40,3,145441,13,6,13,3,5,1,0,0,40,19,1
65,3,398001,9,7,7,6,5,0,0,0,20,19,0
53,3,31588,13,6,13,3,5,1,0,0,52,19,1
56,3,189975,10,6,12,3,5,1,0,1902,60,19,1
51,4,231495,16,6,2,3,5,1,7688,0,55,19,1
38,5,121135,9,6,10,3,5,1,0,0,40,19,0
44,3,186916,14,6,2,3,5,1,0,0,50,19,1
49,1,213140,9,6,2,3,5,1,0,1902,60,19,1
47,3,176893,9,1,12,6,4,1,8614,0,44,19,1
22,3,115244,12,6,13,4,5,0,0,0,40,19,0
53,3,313243,10,2,12,6,5,1,0,2444,45,19,1
41,6,169995,10,1,9,6,5,1,0,0,20,19,0
19,3,198459,9,4,7,5,5,1,0,2001,40,19,0
27,6,66824,13,4,13,6,3,0,3325,0,43,19,0
48,7,52240,11,6,2,4,5,0,0,0,25,19,1
52,3,35305,4,4,15,5,5,0,0,0,7,19,0
61,4,186451,15,6,13,3,5,1,0,1902,40,19,1
45,7,160724,13,6,2,3,2,1,0,0,45,20,1
29,3,210464,5,6,8,3,5,1,0,0,40,19,0
41,3,207685,10,1,15,6,5,1,0,0,21,19,0
38,3,233717,10,1,2,2,4,1,0,0,60,19,0
32,3,222205,10,6,13,4,5,0,0,0,40,19,1
37,3,167613,9,6,15,3,5,1,0,0,40,19,0
55,3,148773,6,6,8,3,5,1,0,0,40,19,0
62,6,68268,9,6,14,3,5,1,0,0,40,19,0
48,3,174533,9,6,8,3,5,1,0,0,40,19,0
43,3,273230,10,6,2,3,5,1,0,0,50,19,1
25,3,187502,9,4,6,5,4,1,0,0,24,19,0
47,3,209320,9,2,15,6,5,0,0,0,40,19,0
49,7,56841,13,6,5,3,5,1,0,0,70,19,0
55,3,254627,9,6,15,3,5,1,0,0,40,19,0
42,3,42703,9,1,7,2,5,0,0,0,40,19,0
40,3,374137,9,1,7,5,5,1,0,0,40,19,0
34,3,196385,11,6,2,3,5,1,0,0,40,19,0
38,3,192930,9,2,6,2,5,0,0,0,10,19,0
39,3,99527,9,6,12,3,5,1,0,0,40,19,1
45,3,185437,12,1,12,6,5,0,0,0,55,19,0
43,3,247162,12,4,6,5,5,1,0,0,40,19,0
32,2,131534,9,4,2,6,4,0,0,0,40,19,0
18,3,184693,10,4,15,5,5,0,0,0,20,6,0
27,3,704108,14,4,13,6,5,1,0,0,40,19,0
57,3,220262,12,1,11,6,5,0,0,0,40,19,0
38,3,95654,9,6,7,4,5,0,0,0,60,19,0
67,3,89346,13,6,13,3,5,1,0,0,40,19,1
26,3,94392,7,2,15,2,5,0,0,0,20,19,0
21,3,334113,9,4,8,5,5,1,0,0,40,19,0
17,3,32763,6,4,15,5,5,1,0,0,15,19,0
31,3,136651,9,6,12,3,5,1,0,0,40,6,0
51,7,240236,12,2,6,6,4,1,0,0,30,19,0
29,3,53271,13,6,2,3,5,1,0,0,40,19,1
28,3,31493,13,4,12,5,5,1,0,0,40,19,1
32,3,195891,12,6,13,3,5,1,0,0,45,19,1
31,6,209103,10,6,9,3,5,1,3464,0,45,19,0
26,3,211424,10,6,1,3,5,1,0,0,40,19,1
28,6,84657,13,1,13,6,5,0,0,0,40,19,0
40,3,151408,14,4,13,6,5,0,0,0,40,19,0
51,3,106819,4,4,1,5,5,1,0,0,19,19,0
62,3,132917,10,6,14,3,4,1,0,0,20,19,0
54,3,146834,6,6,8,3,5,1,0,0,60,19,0
55,3,164332,9,2,15,6,5,0,0,0,16,19,0
24,3,30656,9,4,1,6,5,1,0,0,20,19,0
27,3,113501,14,4,7,5,5,1,0,0,45,19,0
18,3,165316,9,4,14,5,5,1,0,0,30,19,0
22,3,233955,13,4,13,6,3,0,14344,0,40,19,1
21,3,126613,9,4,6,6,5,0,0,0,40,19,0
44,7,361280,10,6,6,3,2,1,0,0,80,21,1
50,5,123044,14,6,10,3,5,1,0,0,60,19,1
38,3,165472,13,6,13,3,5,1,0,0,40,19,1
39,3,99452,13,6,13,3,5,1,0,0,50,19,1
27,3,84977,9,6,12,3,5,1,0,0,40,19,0
35,3,240458,7,1,12,6,4,1,0,0,40,19,0
51,3,230858,10,6,12,3,5,1,0,1977,60,19,1
60,3,123218,10,6,15,3,5,1,0,0,40,19,0
62,5,191118,10,6,10,3,5,1,7298,0,40,19,1
38,3,115289,9,6,8,3,5,1,0,0,40,19,0
37,3,373895,10,2,1,6,4,1,0,0,35,19,0
43,3,152617,10,1,7,5,5,0,0,0,40,19,0
49,4,72619,10,1,7,2,5,0,0,0,50,19,0
17,3,41865,6,4,15,5,5,0,0,0,25,19,0
32,3,190228,9,4,15,6,5,1,0,0,60,19,0
23,3,193090,13,4,13,6,5,0,0,0,38,19,0
28,3,138692,13,6,13,3,5,1,0,1887,40,19,1
83,1,153183,13,6,2,3,5,1,0,2392,55,19,1
25,3,181896,13,4,7,5,5,0,0,0,40,19,0
42,3,268183,13,6,2,3,5,1,0,1485,60,19,0
46,6,213668,7,4,15,6,5,1,0,0,40,19,0
29,3,99369,13,4,13,6,1,0,0,0,50,19,0
44,3,104196,14,6,2,3,5,1,0,0,45,19,1
60,7,176839,15,6,6,3,5,1,0,0,45,19,1
30,6,99502,11,1,9,2,3,0,0,0,40,19,0
24,3,183410,10,4,6,5,5,0,0,0,17,19,0
17,3,25690,6,4,15,5,5,0,0,0,10,19,0
76,5,201986,7,7,10,1,5,0,0,0,16,19,0
31,3,188961,12,4,11,5,5,0,0,0,40,19,0
52,3,114971,10,6,12,3,5,1,0,0,40,19,1
39,3,121468,13,4,2,5,2,0,0,0,35,19,0
73,1,191540,13,6,6,3,5,1,0,0,50,19,1
38,3,146398,9,4,15,2,4,0,0,0,24,19,0
48,3,193553,9,1,15,6,4,0,0,0,20,19,0
60,3,121127,6,7,6,6,5,0,0,0,40,19,0
26,3,389856,9,4,14,6,5,1,0,0,40,19,0
20,3,290504,9,4,15,1,5,1,0,0,40,19,0
54,4,137065,16,4,2,6,5,0,0,0,40,19,1
50,6,212685,9,6,15,3,4,1,0,0,40,19,0
20,3,71475,10,4,7,5,5,0,0,0,40,19,0
23,3,111450,10,4,7,1,4,1,0,0,22,19,0
35,3,225860,11,6,12,3,5,1,0,0,40,19,1
43,3,129853,6,4,8,6,4,1,0,0,40,19,0
50,3,99925,9,6,7,3,5,1,0,0,32,19,0
58,3,227800,2,2,5,6,4,1,0,0,50,19,0
55,4,111130,12,1,7,5,2,1,0,0,40,19,0
29,3,100764,13,6,2,3,5,1,0,0,45,19,1
47,3,275095,10,1,8,6,5,0,0,0,40,19,0
39,3,147500,9,6,13,4,4,0,0,0,40,19,0
63,6,150079,9,6,7,4,5,0,0,0,35,19,1
27,3,140863,9,4,14,6,5,1,0,0,60,19,0
62,5,199198,7,1,10,6,4,0,0,0,40,19,0
38,3,193372,10,4,2,5,5,0,0,0,40,19,0
25,3,196771,9,4,1,6,5,1,0,0,65,19,0
31,3,231826,9,6,15,3,5,1,0,0,52,6,0
40,2,196456,10,4,7,5,5,0,0,0,40,19,0
42,3,34037,16,4,13,6,5,1,0,0,50,19,0
52,3,174964,9,6,6,3,5,1,0,0,40,19,1
46,3,91608,13,6,7,3,5,1,0,0,40,19,1
31,3,403468,10,2,15,2,5,0,0,0,50,6,0
33,3,112900,9,1,15,2,5,0,0,0,40,19,0
58,3,242670,9,4,7,2,5,0,0,0,40,19,0
52,6,187830,9,1,11,2,5,1,4934,0,36,19,1
25,7,368115,13,4,2,6,5,1,13550,0,35,19,1
54,3,343242,13,6,6,3,5,1,0,0,40,19,1
46,3,113390,14,6,7,3,5,1,0,1740,60,19,0
28,3,200733,9,6,12,3,5,1,0,0,40,19,0
24,7,236769,4,6,12,3,5,1,0,0,40,19,0
39,3,22494,13,4,2,6,5,0,0,0,40,19,0
60,2,129379,10,6,11,3,5,1,0,0,40,19,0
22,3,239098,9,4,15,2,5,0,0,0,40,19,0
27,3,167501,13,4,2,5,5,0,0,0,40,19,0
35,3,77146,13,6,6,3,5,1,0,0,45,19,1
47,3,82797,13,6,13,3,5,1,0,0,50,19,0
33,7,134886,13,6,13,4,5,0,0,0,50,19,1
40,1,218558,13,6,2,3,5,1,0,0,45,19,1
38,3,207568,13,6,2,3,5,1,5178,0,40,19,1
26,3,196899,12,2,12,6,1,0,0,0,40,19,0
54,7,200960,13,6,6,3,5,1,0,0,50,19,1
39,3,188069,13,6,8,3,5,1,0,0,40,25,0
60,3,232337,4,1,8,6,5,1,0,0,40,19,0
32,3,98656,14,4,2,6,5,0,0,0,40,19,0
19,4,194260,10,4,7,5,5,0,0,0,15,19,0
49,5,481987,9,6,10,3,5,1,0,0,60,19,0
31,3,234976,7,4,7,2,5,0,0,0,48,19,0
29,3,349116,9,2,6,2,5,0,0,0,25,19,0
39,3,175390,9,4,6,2,4,0,0,0,40,19,0
42,3,187720,14,6,6,3,5,1,15024,0,50,25,1
26,3,214637,9,1,15,2,5,0,0,0,35,19,0
27,3,185127,11,4,2,5,5,1,0,0,40,19,0
52,3,98752,5,7,7,2,5,0,0,0,40,19,0
50,6,218382,10,1,15,2,4,0,0,0,40,19,0
51,3,153486,9,6,8,3,5,1,0,0,45,19,1
51,2,174102,9,6,7,3,5,1,0,0,40,19,1
40,3,137142,9,6,6,3,5,1,0,0,40,19,1
61,3,241013,4,7,5,6,4,1,0,0,40,19,0
35,3,267798,9,1,12,2,5,1,0,0,40,19,0
41,5,152880,9,1,10,6,4,0,0,0,28,19,0
31,3,263561,14,6,2,3,5,1,0,0,40,19,1
43,3,113324,9,6,12,3,5,1,0,1902,40,19,1
20,3,39764,9,4,1,5,5,1,0,0,40,19,0
35,3,172186,10,2,12,6,5,1,0,0,40,19,0
30,3,460408,10,6,6,3,5,1,0,1672,45,19,0
42,7,185129,15,6,13,3,5,1,0,1887,40,19,1
51,3,61270,9,6,1,3,5,1,0,0,40,19,1
39,1,124685,14,1,2,6,2,1,0,0,99,22,1
69,7,76968,5,6,5,3,5,1,0,0,25,19,0
63,5,310396,5,6,10,3,5,1,5178,0,40,19,1
29,2,37933,10,4,7,2,4,0,2174,0,40,19,0
21,3,38772,10,4,6,5,5,1,0,0,20,19,0
24,3,172496,13,4,11,6,5,1,0,0,55,19,0
55,3,306164,9,6,15,3,4,1,0,0,40,19,0
42,7,33795,9,6,12,3,5,1,0,0,45,19,0
48,3,47686,7,6,15,4,5,0,0,0,40,19,0
31,3,193132,13,4,11,6,5,0,0,0,42,19,0
52,3,400004,11,6,2,3,5,1,0,0,40,19,1
30,3,101283,10,4,15,6,5,0,0,0,40,19,0
29,3,192384,9,4,12,6,5,1,0,0,40,19,0
32,3,113838,10,6,1,3,5,1,0,0,40,19,0
47,3,278322,10,6,13,3,5,1,7688,0,40,19,1
56,3,199713,5,6,12,3,5,1,0,0,40,19,0
40,3,236021,10,6,14,3,5,1,0,0,40,19,0
20,3,138938,10,4,13,5,5,0,0,0,10,19,0
36,3,126946,10,2,12,6,5,1,0,0,40,19,0
45,3,44791,13,4,13,6,5,1,0,0,40,19,0
38,3,31964,5,6,7,3,5,1,0,0,40,19,0
60,4,352156,15,6,13,3,5,1,0,0,40,19,1
70,7,205860,14,6,2,3,4,1,0,0,40,19,0
21,3,113106,10,4,15,5,5,0,0,0,30,19,0
57,3,89182,9,7,7,6,5,0,0,0,40,19,0
33,3,250782,9,6,8,3,5,1,0,0,48,19,0
37,3,193855,9,6,12,3,5,1,0,1902,50,19,0
50,7,132716,15,6,2,3,5,1,99999,0,50,19,1
68,3,218637,10,6,6,3,5,1,0,2377,55,19,1
28,3,177955,7,6,7,4,5,0,0,0,40,6,0
32,3,198660,10,6,12,3,5,1,0,0,40,19,0
30,3,207937,15,1,13,6,5,1,10520,0,50,19,1
18,3,168740,7,4,1,5,5,1,0,0,30,19,0
45,3,199625,10,1,13,2,5,0,0,0,20,19,0
22,3,213902,9,4,7,2,5,0,0,0,40,6,0
38,3,208379,13,4,8,6,5,0,0,0,8,19,0
37,3,113120,11,1,13,6,5,0,0,0,40,19,0
23,3,57827,13,4,5,6,5,1,0,0,40,19,0
59,3,515712,4,6,12,3,5,1,0,0,40,19,0
48,1,54190,15,6,13,3,5,1,15024,0,40,19,1
53,1,134793,10,6,2,3,5,1,15024,0,50,19,1
18,3,396270,9,4,7,5,5,1,0,0,25,19,0
30,3,231620,13,4,6,6,5,0,0,0,40,6,0
50,3,174655,10,6,6,3,5,1,0,0,45,19,1
63,5,97823,7,6,10,3,5,1,0,0,40,19,0
38,7,344480,9,6,12,3,5,1,4064,0,40,19,0
48,3,176732,5,1,6,6,5,0,0,0,40,19,0
60,3,143932,9,6,12,3,5,1,0,0,40,19,0
46,3,551962,9,2,1,2,5,0,0,0,50,36,0
30,5,298577,9,4,10,5,5,1,0,0,30,19,0
39,3,257942,13,6,6,3,5,1,0,0,60,19,1
55,6,253062,10,6,13,3,5,1,0,0,40,19,1
17,3,193748,7,4,6,5,5,1,0,0,15,19,0
46,3,368561,13,6,6,3,5,1,0,0,55,19,1
50,3,192964,9,1,6,2,5,0,0,0,65,19,0
32,3,217304,13,4,9,6,4,1,0,0,30,19,0
18,3,120029,9,4,15,5,5,0,0,0,40,19,0
34,3,62124,9,2,15,6,4,1,0,0,40,19,0
50,3,94885,13,1,13,6,5,1,0,0,45,19,1
32,3,192565,7,6,2,3,5,1,0,0,55,19,0
23,6,220912,13,4,13,6,4,0,0,0,40,19,0
26,3,184120,13,4,13,6,5,1,0,0,50,19,0
46,3,140782,12,1,13,6,5,0,0,0,50,19,0
43,1,170785,10,6,6,3,5,1,0,0,55,19,0
32,3,90705,9,6,14,3,5,1,0,0,60,19,1
37,4,108293,12,1,13,2,5,0,0,0,38,19,0
48,3,168283,10,6,14,3,5,1,0,0,45,19,1
28,3,339372,13,4,7,6,5,1,0,1408,40,19,0
43,3,193672,9,6,8,3,5,1,0,0,40,19,0
51,6,143865,6,7,15,6,5,0,0,0,24,19,0
30,3,209317,9,4,8,6,5,1,0,0,50,29,0
34,4,204461,14,6,13,3,5,1,0,0,50,19,1
34,3,137088,9,6,12,1,3,1,0,0,40,19,0
41,3,149102,13,6,2,3,5,1,0,0,60,19,1
53,3,182855,6,1,7,2,5,0,0,0,48,19,0
42,3,572751,1,6,12,3,5,1,0,0,40,10,0
18,3,83451,9,4,15,5,5,0,0,0,30,19,0
81,3,98116,13,7,6,6,5,1,0,0,50,19,1
40,3,119225,11,6,13,3,5,1,0,0,40,19,0
26,3,134888,13,4,11,5,5,0,0,0,35,19,0
20,3,745817,10,4,11,5,5,0,0,0,15,19,0
41,3,88368,9,4,6,6,5,0,0,0,50,19,0
49,4,122066,14,6,13,3,5,1,0,0,45,19,1
22,3,363219,10,4,15,6,5,0,0,0,20,19,0
46,3,84402,13,1,13,6,5,1,0,0,45,19,1
56,3,34626,10,1,2,6,5,0,0,1980,40,19,0
35,3,150042,9,6,2,4,5,0,0,0,40,19,1
34,3,48014,13,2,2,6,5,0,0,0,35,19,0
29,6,177398,14,6,13,4,5,0,0,0,40,19,1
28,3,373698,8,6,13,3,5,1,0,0,45,25,0
35,3,422933,13,4,15,6,5,1,0,0,37,19,0
29,3,131088,10,6,2,3,5,1,0,0,40,19,0
21,3,178255,10,4,7,6,5,0,0,0,30,42,0
52,7,129311,10,6,2,3,5,1,0,0,95,19,1
45,3,473171,9,6,12,3,5,1,0,0,40,19,0
43,3,236985,9,6,12,3,4,1,0,0,40,19,0
35,5,226379,9,6,10,1,5,0,0,0,25,19,0
21,5,277700,10,4,10,5,5,1,0,0,20,19,0
35,3,207568,6,4,15,5,5,1,0,0,40,19,0
30,3,85708,9,6,7,3,5,1,0,0,40,19,0
45,3,98765,9,4,8,2,5,0,0,0,40,1,0
29,3,192283,10,4,15,1,5,0,0,0,20,19,0
29,4,271012,6,4,15,5,4,0,0,0,40,19,0
33,3,189265,13,4,2,6,5,0,0,0,40,19,0
17,3,321880,6,4,15,5,4,1,0,0,15,19,0
52,3,177465,9,1,6,2,5,0,0,0,25,19,0
24,3,127647,10,2,7,2,5,0,0,0,35,19,0
32,4,119033,9,6,14,3,5,1,0,0,40,19,1
40,3,289748,13,4,2,6,5,0,4650,0,48,19,0
32,3,209317,9,2,2,6,5,1,0,0,40,25,0
33,3,284531,13,4,6,6,5,0,0,0,40,19,0
30,3,251120,4,4,12,6,5,1,0,0,38,19,0
28,3,113870,9,4,7,6,5,1,0,0,40,19,0
62,8,170114,12,6,5,3,5,1,0,0,50,19,0
46,6,121124,13,6,9,3,5,1,15024,0,40,19,1
32,3,328199,11,4,11,6,5,0,0,0,64,19,0
26,3,206307,9,6,12,3,5,1,0,0,40,19,1
41,1,236021,13,6,13,3,5,1,15024,0,40,19,1
57,2,170603,10,6,7,3,5,1,0,0,40,19,1
52,3,74275,10,6,6,3,5,1,7298,0,45,19,1
35,7,112271,13,6,2,3,5,1,0,0,50,19,1
19,3,118306,9,4,1,5,5,1,0,0,16,19,0
49,3,126754,13,4,2,6,5,1,0,0,45,19,1
47,3,267205,11,6,12,3,5,1,0,0,60,25,1
38,3,205359,7,6,7,4,5,0,0,0,32,19,0
30,3,398662,9,4,8,5,5,1,0,0,40,19,0
32,3,202498,7,6,1,3,5,1,0,0,40,42,0
32,3,105650,9,6,2,4,5,0,0,0,50,19,1
46,3,191204,11,4,2,5,5,0,0,0,40,19,0
22,3,56582,9,4,5,6,5,1,0,0,50,19,0
47,6,51579,10,6,9,3,5,1,0,0,50,19,0
57,7,152030,10,6,6,4,5,0,0,0,25,19,1
47,3,227310,10,1,7,2,4,0,0,0,40,19,0
41,3,55854,13,6,13,3,5,1,0,0,56,19,1
